CustomerID,Recency,Frequency,Monetary,RFM_Segment
13023.0,64,2,689.9,64.0-2.0-689.9
13026.0,1,5,975.36,1.0-5.0-975.36
13027.0,114,6,6912.0,114.0-6.0-6912.0
13028.0,23,2,661.3199999999999,23.0-2.0-661.3199999999999
13029.0,31,3,1247.5,31.0-3.0-1247.5
13030.0,11,2,752.4399999999999,11.0-2.0-752.4399999999999
13032.0,52,2,1010.18,52.0-2.0-1010.18
13033.0,357,1,190.55,357.0-1.0-190.55
13034.0,55,2,642.77,55.0-2.0-642.77
13035.0,74,2,921.88,74.0-2.0-921.88
13037.0,138,3,881.07,138.0-3.0-881.07
13038.0,80,3,908.46,80.0-3.0-908.46
13040.0,9,2,676.99,9.0-2.0-676.99
13043.0,273,1,516.42,273.0-1.0-516.42
13044.0,291,1,560.47,291.0-1.0-560.47
13045.0,99,1,305.28000000000003,99.0-1.0-305.28000000000003
13046.0,31,2,629.31,31.0-2.0-629.31
13047.0,32,10,3237.54,32.0-10.0-3237.54
13048.0,14,4,1819.41,14.0-4.0-1819.41
13049.0,64,2,656.6800000000001,64.0-2.0-656.6800000000001
13050.0,15,17,5836.86,15.0-17.0-5836.86
13052.0,212,1,348.15000000000003,212.0-1.0-348.15000000000003
13055.0,78,3,1214.41,78.0-3.0-1214.41
13058.0,25,3,271.40000000000003,25.0-3.0-271.40000000000003
13059.0,250,1,183.4,250.0-1.0-183.4
13060.0,254,1,307.53,254.0-1.0-307.53
13061.0,72,1,248.61,72.0-1.0-248.61
13062.0,191,1,346.98,191.0-1.0-346.98
13064.0,13,4,1105.59,13.0-4.0-1105.59
13065.0,373,1,205.86,373.0-1.0-205.86
13066.0,24,2,470.8,24.0-2.0-470.8
13067.0,82,1,115.46000000000001,82.0-1.0-115.46000000000001
13068.0,10,2,344.0,10.0-2.0-344.0
13069.0,1,24,4431.44,1.0-24.0-4431.44
13070.0,192,1,228.8,192.0-1.0-228.8
13072.0,267,1,177.15,267.0-1.0-177.15
13075.0,130,1,919.61,130.0-1.0-919.61
13077.0,1,4,728.02,1.0-4.0-728.02
13078.0,3,26,12627.94,3.0-26.0-12627.94
13079.0,4,5,220.10000000000002,4.0-5.0-220.10000000000002
13080.0,179,1,58.08,179.0-1.0-58.08
13081.0,12,11,28337.38,12.0-11.0-28337.38
13082.0,126,9,3613.63,126.0-9.0-3613.63
13083.0,4,2,303.75,4.0-2.0-303.75
13085.0,158,2,416.08000000000004,158.0-2.0-416.08000000000004
13089.0,3,97,58762.08,3.0-97.0-58762.08
13090.0,9,14,8910.82,9.0-14.0-8910.82
13091.0,28,1,345.82,28.0-1.0-345.82
13092.0,71,5,477.83,71.0-5.0-477.83
13093.0,276,8,7832.47,276.0-8.0-7832.47
13094.0,21,12,1927.3200000000002,21.0-12.0-1927.3200000000002
13095.0,71,1,74.39999999999999,71.0-1.0-74.39999999999999
13097.0,33,10,6003.22,33.0-10.0-6003.22
13098.0,1,28,28882.44,1.0-28.0-28882.44
13099.0,99,1,207.35999999999999,99.0-1.0-207.35999999999999
13101.0,234,1,101.19,234.0-1.0-101.19
13102.0,1,24,6424.09,1.0-24.0-6424.09
13103.0,40,1,243.94,40.0-1.0-243.94
13104.0,3,6,1098.48,3.0-6.0-1098.48
13106.0,133,1,76.5,133.0-1.0-76.5
13107.0,44,4,1531.6200000000001,44.0-4.0-1531.6200000000001
13108.0,373,1,350.06,373.0-1.0-350.06
13109.0,60,2,786.54,60.0-2.0-786.54
13110.0,31,7,1488.67,31.0-7.0-1488.67
13113.0,1,24,12245.960000000001,1.0-24.0-12245.960000000001
13115.0,12,4,2294.78,12.0-4.0-2294.78
13116.0,138,1,501.14,138.0-1.0-501.14
13117.0,22,8,984.91,22.0-8.0-984.91
13118.0,20,5,1197.81,20.0-5.0-1197.81
13120.0,239,1,30.599999999999998,239.0-1.0-30.599999999999998
13121.0,269,1,283.73,269.0-1.0-283.73
13122.0,94,2,922.39,94.0-2.0-922.39
13124.0,90,3,3756.33,90.0-3.0-3756.33
13126.0,5,8,2099.64,5.0-8.0-2099.64
13127.0,78,1,259.17,78.0-1.0-259.17
13130.0,94,1,64.0,94.0-1.0-64.0
13131.0,23,3,1073.3,23.0-3.0-1073.3
13132.0,262,1,77.3,262.0-1.0-77.3
13133.0,274,2,109.8,274.0-2.0-109.8
13134.0,86,4,1793.58,86.0-4.0-1793.58
13135.0,197,1,3096.0,197.0-1.0-3096.0
13136.0,56,5,2607.61,56.0-5.0-2607.61
13137.0,11,8,3603.29,11.0-8.0-3603.29
13138.0,22,6,962.39,22.0-6.0-962.39
13139.0,16,7,5064.94,16.0-7.0-5064.94
13140.0,108,3,422.47,108.0-3.0-422.47
13141.0,85,5,2388.75,85.0-5.0-2388.75
13142.0,19,1,307.09,19.0-1.0-307.09
13144.0,333,1,110.95,333.0-1.0-110.95
13145.0,40,4,618.52,40.0-4.0-618.52
13146.0,26,1,228.91,26.0-1.0-228.91
13147.0,10,4,712.8000000000001,10.0-4.0-712.8000000000001
13148.0,29,12,3683.26,29.0-12.0-3683.26
13149.0,14,4,1676.06,14.0-4.0-1676.06
13151.0,296,1,1257.8700000000001,296.0-1.0-1257.8700000000001
13153.0,6,1,486.22,6.0-1.0-486.22
13155.0,33,4,971.76,33.0-4.0-971.76
13157.0,49,4,1741.22,49.0-4.0-1741.22
13158.0,95,4,1201.06,95.0-4.0-1201.06
13159.0,9,4,1429.35,9.0-4.0-1429.35
13160.0,22,1,91.8,22.0-1.0-91.8
13161.0,313,1,112.75,313.0-1.0-112.75
13162.0,122,4,1688.29,122.0-4.0-1688.29
13165.0,46,2,1021.48,46.0-2.0-1021.48
13166.0,283,1,417.2,283.0-1.0-417.2
13167.0,19,4,791.33,19.0-4.0-791.33
13168.0,36,4,1299.59,36.0-4.0-1299.59
13169.0,64,2,712.88,64.0-2.0-712.88
13170.0,27,1,108.81,27.0-1.0-108.81
13171.0,22,3,468.41,22.0-3.0-468.41
13173.0,4,2,353.65,4.0-2.0-353.65
13174.0,16,3,2742.82,16.0-3.0-2742.82
13176.0,46,1,481.49,46.0-1.0-481.49
13177.0,65,1,282.45,65.0-1.0-282.45
13178.0,26,11,5725.47,26.0-11.0-5725.47
13182.0,45,1,121.18,45.0-1.0-121.18
13183.0,8,9,3957.78,8.0-9.0-3957.78
13184.0,15,10,1668.95,15.0-10.0-1668.95
13185.0,268,1,71.4,268.0-1.0-71.4
13186.0,40,3,1575.89,40.0-3.0-1575.89
13187.0,337,1,236.02,337.0-1.0-236.02
13188.0,11,1,114.60000000000001,11.0-1.0-114.60000000000001
13189.0,19,2,260.68,19.0-2.0-260.68
13192.0,95,2,911.94,95.0-2.0-911.94
13193.0,61,1,112.08,61.0-1.0-112.08
13194.0,136,1,60.7,136.0-1.0-60.7
13196.0,11,4,1797.78,11.0-4.0-1797.78
13198.0,10,6,3401.2400000000002,10.0-6.0-3401.2400000000002
13199.0,4,38,9817.12,4.0-38.0-9817.12
13200.0,19,4,870.09,19.0-4.0-870.09
13203.0,10,4,869.46,10.0-4.0-869.46
13207.0,15,2,250.26000000000002,15.0-2.0-250.26000000000002
13208.0,59,6,1217.65,59.0-6.0-1217.65
13209.0,30,8,5891.61,30.0-8.0-5891.61
13210.0,94,1,353.48,94.0-1.0-353.48
13211.0,10,3,1095.42,10.0-3.0-1095.42
13212.0,20,3,786.83,20.0-3.0-786.83
13213.0,57,5,1520.58,57.0-5.0-1520.58
13216.0,268,1,333.74,268.0-1.0-333.74
13217.0,122,3,533.98,122.0-3.0-533.98
13218.0,127,1,62.63999999999999,127.0-1.0-62.63999999999999
13220.0,78,4,819.2900000000001,78.0-4.0-819.2900000000001
13221.0,240,2,847.41,240.0-2.0-847.41
13223.0,200,2,163.20000000000002,200.0-2.0-163.20000000000002
13224.0,60,2,2155.95,60.0-2.0-2155.95
13225.0,3,7,6463.84,3.0-7.0-6463.84
13226.0,273,1,108.21000000000001,273.0-1.0-108.21000000000001
13227.0,202,1,257.7,202.0-1.0-257.7
13228.0,81,1,358.0,81.0-1.0-358.0
13229.0,226,1,160.95,226.0-1.0-160.95
13230.0,4,14,2755.63,4.0-14.0-2755.63
13232.0,13,7,1328.35,13.0-7.0-1328.35
13233.0,74,2,605.12,74.0-2.0-605.12
13235.0,212,1,1031.07,212.0-1.0-1031.07
13236.0,25,2,744.85,25.0-2.0-744.85
13238.0,17,4,700.73,17.0-4.0-700.73
13239.0,262,1,329.56,262.0-1.0-329.56
13240.0,96,4,663.65,96.0-4.0-663.65
13242.0,112,3,270.40000000000003,112.0-3.0-270.40000000000003
13243.0,203,1,585.12,203.0-1.0-585.12
13244.0,93,1,121.74000000000001,93.0-1.0-121.74000000000001
13245.0,51,1,430.5,51.0-1.0-430.5
13246.0,18,6,1961.52,18.0-6.0-1961.52
13247.0,18,4,501.12,18.0-4.0-501.12
13248.0,125,2,465.68,125.0-2.0-465.68
13249.0,92,3,711.41,92.0-3.0-711.41
13253.0,157,2,1030.4,157.0-2.0-1030.4
13255.0,9,2,399.51,9.0-2.0-399.51
13256.0,14,1,0.0,14.0-1.0-0.0
13258.0,12,3,672.83,12.0-3.0-672.83
13259.0,62,1,283.18,62.0-1.0-283.18
13260.0,61,1,557.62,61.0-1.0-557.62
13261.0,269,2,944.1,269.0-2.0-944.1
13262.0,263,1,200.29,263.0-1.0-200.29
13263.0,1,35,7436.93,1.0-35.0-7436.93
13265.0,53,5,2092.66,53.0-5.0-2092.66
13266.0,11,12,3834.2599999999998,11.0-12.0-3834.2599999999998
13267.0,3,19,4521.49,3.0-19.0-4521.49
13268.0,18,11,3174.75,18.0-11.0-3174.75
13269.0,1,15,5343.28,1.0-15.0-5343.28
13270.0,366,1,590.0,366.0-1.0-590.0
13271.0,37,1,211.49,37.0-1.0-211.49
13272.0,31,2,276.56,31.0-2.0-276.56
13273.0,113,1,138.98,113.0-1.0-138.98
13276.0,64,2,590.9300000000001,64.0-2.0-590.9300000000001
13277.0,16,4,258.4,16.0-4.0-258.4
13278.0,41,1,542.73,41.0-1.0-542.73
13279.0,78,1,137.75,78.0-1.0-137.75
13280.0,122,3,798.46,122.0-3.0-798.46
13282.0,18,3,1132.14,18.0-3.0-1132.14
13283.0,60,2,93.66,60.0-2.0-93.66
13284.0,331,1,201.19,331.0-1.0-201.19
13285.0,23,4,2709.12,23.0-4.0-2709.12
13291.0,156,1,361.11,156.0-1.0-361.11
13292.0,39,2,578.9399999999999,39.0-2.0-578.9399999999999
13294.0,190,2,873.74,190.0-2.0-873.74
13295.0,360,1,201.20000000000002,360.0-1.0-201.20000000000002
13296.0,137,1,87.4,137.0-1.0-87.4
13297.0,8,4,2089.85,8.0-4.0-2089.85
13298.0,1,1,360.0,1.0-1.0-360.0
13299.0,268,1,142.5,268.0-1.0-142.5
13300.0,169,1,371.89,169.0-1.0-371.89
13301.0,104,4,618.09,104.0-4.0-618.09
13302.0,155,1,63.75,155.0-1.0-63.75
13304.0,351,1,300.42,351.0-1.0-300.42
13305.0,4,10,2000.86,4.0-10.0-2000.86
13307.0,120,1,15.0,120.0-1.0-15.0
13308.0,23,3,1385.51,23.0-3.0-1385.51
13309.0,7,5,1456.79,7.0-5.0-1456.79
13310.0,28,3,1132.03,28.0-3.0-1132.03
13311.0,4,2,598.57,4.0-2.0-598.57
13313.0,22,5,1555.32,22.0-5.0-1555.32
13314.0,2,3,775.94,2.0-3.0-775.94
13316.0,37,4,5732.93,37.0-4.0-5732.93
13317.0,66,6,2273.68,66.0-6.0-2273.68
13318.0,1,3,640.76,1.0-3.0-640.76
13319.0,5,26,10845.550000000001,5.0-26.0-10845.550000000001
13320.0,78,4,1532.2,78.0-4.0-1532.2
13321.0,72,2,567.36,72.0-2.0-567.36
13322.0,17,1,199.48000000000002,17.0-1.0-199.48000000000002
13323.0,3,5,787.85,3.0-5.0-787.85
13324.0,36,10,7121.95,36.0-10.0-7121.95
13325.0,82,1,675.3,82.0-1.0-675.3
13327.0,39,8,3627.77,39.0-8.0-3627.77
13328.0,316,1,1308.48,316.0-1.0-1308.48
13329.0,32,2,789.0,32.0-2.0-789.0
13330.0,93,3,1140.93,93.0-3.0-1140.93
13332.0,14,1,350.9,14.0-1.0-350.9
13334.0,82,3,3502.32,82.0-3.0-3502.32
13336.0,77,1,795.12,77.0-1.0-795.12
13338.0,158,1,487.02,158.0-1.0-487.02
13339.0,201,1,860.12,201.0-1.0-860.12
13340.0,45,7,10736.48,45.0-7.0-10736.48
13341.0,261,1,775.85,261.0-1.0-775.85
13343.0,178,1,353.43,178.0-1.0-353.43
13344.0,68,3,2511.69,68.0-3.0-2511.69
13345.0,288,1,389.5,288.0-1.0-389.5
13347.0,70,1,341.36,70.0-1.0-341.36
13348.0,64,1,233.76,64.0-1.0-233.76
13349.0,11,1,247.32,11.0-1.0-247.32
13350.0,16,2,979.12,16.0-2.0-979.12
13351.0,66,1,373.94,66.0-1.0-373.94
13352.0,60,1,397.97999999999996,60.0-1.0-397.97999999999996
13354.0,71,1,743.53,71.0-1.0-743.53
13355.0,122,1,674.7,122.0-1.0-674.7
13356.0,80,1,768.24,80.0-1.0-768.24
13357.0,257,1,609.4,257.0-1.0-609.4
13358.0,269,1,439.03,269.0-1.0-439.03
13359.0,64,1,439.56,64.0-1.0-439.56
13362.0,9,4,3090.7400000000002,9.0-4.0-3090.7400000000002
13363.0,18,2,992.5,18.0-2.0-992.5
13364.0,71,1,134.95999999999998,71.0-1.0-134.95999999999998
13365.0,34,2,2225.37,34.0-2.0-2225.37
13366.0,50,1,56.160000000000004,50.0-1.0-56.160000000000004
13368.0,257,2,623.4,257.0-2.0-623.4
13369.0,366,1,308.28000000000003,366.0-1.0-308.28000000000003
13370.0,372,1,754.87,372.0-1.0-754.87
13372.0,90,1,378.64,90.0-1.0-378.64
13373.0,61,3,3312.25,61.0-3.0-3312.25
13375.0,89,1,778.65,89.0-1.0-778.65
13376.0,99,3,1019.76,99.0-3.0-1019.76
13379.0,26,3,572.56,26.0-3.0-572.56
13381.0,32,6,3639.31,32.0-6.0-3639.31
13382.0,281,1,222.99,281.0-1.0-222.99
13384.0,31,7,4151.93,31.0-7.0-4151.93
13385.0,330,1,534.57,330.0-1.0-534.57
13388.0,131,2,677.1,131.0-2.0-677.1
13389.0,11,3,797.96,11.0-3.0-797.96
13390.0,75,1,544.08,75.0-1.0-544.08
13391.0,204,1,59.8,204.0-1.0-59.8
13394.0,2,8,2520.02,2.0-8.0-2520.02
13395.0,185,1,307.72,185.0-1.0-307.72
13396.0,29,2,1360.99,29.0-2.0-1360.99
13397.0,73,5,1544.13,73.0-5.0-1544.13
13398.0,192,1,457.34,192.0-1.0-457.34
13402.0,127,2,621.23,127.0-2.0-621.23
13403.0,18,1,75.0,18.0-1.0-75.0
13404.0,1,2,252.49,1.0-2.0-252.49
13405.0,74,3,572.451,74.0-3.0-572.451
13408.0,2,62,28117.04,2.0-62.0-28117.04
13410.0,24,5,1003.06,24.0-5.0-1003.06
13411.0,107,1,213.55,107.0-1.0-213.55
13414.0,134,3,1390.5,134.0-3.0-1390.5
13416.0,44,2,712.5,44.0-2.0-712.5
13417.0,5,2,640.83,5.0-2.0-640.83
13418.0,12,18,6127.43,12.0-18.0-6127.43
13419.0,64,1,221.06,64.0-1.0-221.06
13420.0,150,2,159.85,150.0-2.0-159.85
13421.0,40,2,1833.71,40.0-2.0-1833.71
13422.0,64,1,2626.3,64.0-1.0-2626.3
13425.0,108,3,1624.21,108.0-3.0-1624.21
13426.0,1,10,3641.32,1.0-10.0-3641.32
13427.0,19,3,582.6,19.0-3.0-582.6
13428.0,10,1,201.78,10.0-1.0-201.78
13429.0,11,4,1006.8,11.0-4.0-1006.8
13430.0,19,2,679.45,19.0-2.0-679.45
13431.0,67,2,1269.1,67.0-2.0-1269.1
13434.0,74,2,534.24,74.0-2.0-534.24
13435.0,5,7,3809.8900000000003,5.0-7.0-3809.8900000000003
13436.0,2,1,196.89,2.0-1.0-196.89
13437.0,14,7,3408.06,14.0-7.0-3408.06
13439.0,255,1,283.71,255.0-1.0-283.71
13441.0,92,1,296.64,92.0-1.0-296.64
13447.0,23,3,1129.14,23.0-3.0-1129.14
13448.0,17,6,3534.69,17.0-6.0-3534.69
13449.0,24,1,291.88,24.0-1.0-291.88
13450.0,27,6,2043.7199999999998,27.0-6.0-2043.7199999999998
13451.0,26,5,2898.2599999999998,26.0-5.0-2898.2599999999998
13452.0,259,2,590.0,259.0-2.0-590.0
13453.0,166,2,356.97999999999996,166.0-2.0-356.97999999999996
13455.0,25,2,1058.34,25.0-2.0-1058.34
13456.0,18,6,1766.72,18.0-6.0-1766.72
13458.0,7,14,9646.57,7.0-14.0-9646.57
13460.0,29,2,183.44,29.0-2.0-183.44
13461.0,39,3,1445.0,39.0-3.0-1445.0
13462.0,253,1,151.5,253.0-1.0-151.5
13464.0,58,1,674.68,58.0-1.0-674.68
13466.0,184,1,307.9,184.0-1.0-307.9
13467.0,11,2,1071.91,11.0-2.0-1071.91
13468.0,2,37,5704.97,2.0-37.0-5704.97
13470.0,99,2,165.0,99.0-2.0-165.0
13471.0,1,4,2501.84,1.0-4.0-2501.84
13473.0,61,2,422.64,61.0-2.0-422.64
13474.0,236,1,226.84,236.0-1.0-226.84
13475.0,191,4,1431.78,191.0-4.0-1431.78
13476.0,179,2,1238.47,179.0-2.0-1238.47
13477.0,38,6,1454.58,38.0-6.0-1454.58
13479.0,201,2,300.95,201.0-2.0-300.95
13481.0,46,5,1804.56,46.0-5.0-1804.56
13482.0,232,1,184.64,232.0-1.0-184.64
13483.0,66,1,140.34,66.0-1.0-140.34
13484.0,241,1,313.8,241.0-1.0-313.8
13485.0,233,1,454.24,233.0-1.0-454.24
13486.0,78,3,1122.41,78.0-3.0-1122.41
13487.0,58,3,575.4,58.0-3.0-575.4
13488.0,17,13,8968.31,17.0-13.0-8968.31
13489.0,105,4,449.52,105.0-4.0-449.52
13491.0,52,10,1215.82,52.0-10.0-1215.82
13492.0,136,3,1269.84,136.0-3.0-1269.84
13493.0,275,2,618.63,275.0-2.0-618.63
13494.0,312,1,316.26000000000005,312.0-1.0-316.26000000000005
13495.0,8,5,2044.8700000000001,8.0-5.0-2044.8700000000001
13496.0,11,2,653.33,11.0-2.0-653.33
13497.0,283,2,348.05,283.0-2.0-348.05
13499.0,18,5,1159.11,18.0-5.0-1159.11
13500.0,23,3,1166.77,23.0-3.0-1166.77
13501.0,288,1,1340.32,288.0-1.0-1340.32
13502.0,17,3,292.0,17.0-3.0-292.0
13503.0,71,1,216.85,71.0-1.0-216.85
13504.0,64,1,295.93,64.0-1.0-295.93
13505.0,73,4,4393.63,73.0-4.0-4393.63
13506.0,316,2,458.52,316.0-2.0-458.52
13507.0,3,4,2479.16,3.0-4.0-2479.16
13508.0,244,1,110.97,244.0-1.0-110.97
13509.0,9,7,979.72,9.0-7.0-979.72
13510.0,1,4,1791.56,1.0-4.0-1791.56
13512.0,261,1,251.21,261.0-1.0-251.21
13513.0,127,1,205.1,127.0-1.0-205.1
13514.0,74,1,152.20000000000002,74.0-1.0-152.20000000000002
13515.0,73,4,891.12,73.0-4.0-891.12
13516.0,21,3,1389.41,21.0-3.0-1389.41
13517.0,60,3,2128.42,60.0-3.0-2128.42
13518.0,86,1,627.16,86.0-1.0-627.16
13519.0,78,1,122.75,78.0-1.0-122.75
13520.0,59,6,3624.35,59.0-6.0-3624.35
13521.0,1,3,1071.73,1.0-3.0-1071.73
13522.0,30,1,125.80000000000001,30.0-1.0-125.80000000000001
13523.0,33,5,3964.88,33.0-5.0-3964.88
13524.0,41,5,680.1800000000001,41.0-5.0-680.1800000000001
13525.0,15,2,628.78,15.0-2.0-628.78
13527.0,34,7,2242.36,34.0-7.0-2242.36
13529.0,79,2,307.76,79.0-2.0-307.76
13531.0,205,2,483.8,205.0-2.0-483.8
13532.0,34,1,210.31,34.0-1.0-210.31
13533.0,183,3,269.09,183.0-3.0-269.09
13534.0,2,25,5870.08,2.0-25.0-5870.08
13536.0,1,7,3444.39,1.0-7.0-3444.39
13538.0,43,7,1280.85,43.0-7.0-1280.85
13539.0,86,3,631.34,86.0-3.0-631.34
13544.0,40,2,276.06,40.0-2.0-276.06
13546.0,12,3,621.09,12.0-3.0-621.09
13548.0,96,2,678.16,96.0-2.0-678.16
13549.0,26,7,918.2,26.0-7.0-918.2
13551.0,319,1,91.80000000000001,319.0-1.0-91.80000000000001
13552.0,66,12,3740.07,66.0-12.0-3740.07
13555.0,74,4,4098.88,74.0-4.0-4098.88
13557.0,28,2,584.06,28.0-2.0-584.06
13558.0,6,4,594.52,6.0-4.0-594.52
13560.0,7,1,171.42000000000002,7.0-1.0-171.42000000000002
13561.0,216,1,141.85999999999999,216.0-1.0-141.85999999999999
13562.0,82,3,1799.33,82.0-3.0-1799.33
13563.0,84,2,777.53,84.0-2.0-777.53
13564.0,144,3,1724.67,144.0-3.0-1724.67
13565.0,19,2,240.22,19.0-2.0-240.22
13566.0,41,2,856.84,41.0-2.0-856.84
13568.0,173,1,187.05,173.0-1.0-187.05
13569.0,17,2,338.62,17.0-2.0-338.62
13570.0,243,1,239.49,243.0-1.0-239.49
13571.0,13,12,2088.94,13.0-12.0-2088.94
13572.0,206,1,1384.25,206.0-1.0-1384.25
13573.0,50,2,290.25,50.0-2.0-290.25
13575.0,23,5,732.0699999999999,23.0-5.0-732.0699999999999
13576.0,10,18,6717.34,10.0-18.0-6717.34
13577.0,25,4,1687.6000000000001,25.0-4.0-1687.6000000000001
13579.0,15,2,467.04,15.0-2.0-467.04
13581.0,309,1,118.0,309.0-1.0-118.0
13583.0,156,1,781.03,156.0-1.0-781.03
13584.0,307,1,142.4,307.0-1.0-142.4
13587.0,64,1,712.4,64.0-1.0-712.4
13588.0,16,9,2478.95,16.0-9.0-2478.95
13589.0,15,2,379.65,15.0-2.0-379.65
13590.0,11,6,1981.92,11.0-6.0-1981.92
13591.0,65,3,1117.13,65.0-3.0-1117.13
13592.0,36,4,247.95999999999998,36.0-4.0-247.95999999999998
13593.0,108,5,2011.88,108.0-5.0-2011.88
13594.0,53,1,396.97,53.0-1.0-396.97
13596.0,6,2,664.11,6.0-2.0-664.11
13598.0,47,1,160.04,47.0-1.0-160.04
13599.0,1,21,5149.92,1.0-21.0-5149.92
13600.0,312,1,219.52,312.0-1.0-219.52
13601.0,45,2,693.32,45.0-2.0-693.32
13602.0,65,1,428.89,65.0-1.0-428.89
13603.0,26,1,164.34,26.0-1.0-164.34
13606.0,29,3,276.75,29.0-3.0-276.75
13607.0,40,1,675.51,40.0-1.0-675.51
13610.0,12,7,1082.33,12.0-7.0-1082.33
13611.0,89,3,1154.4,89.0-3.0-1154.4
13614.0,24,4,1585.46,24.0-4.0-1585.46
13615.0,319,1,417.69,319.0-1.0-417.69
13617.0,40,3,544.18,40.0-3.0-544.18
13618.0,174,1,177.34,174.0-1.0-177.34
13621.0,117,1,213.85,117.0-1.0-213.85
13623.0,31,5,727.74,31.0-5.0-727.74
13626.0,253,1,257.23,253.0-1.0-257.23
13627.0,59,5,1638.47,59.0-5.0-1638.47
13629.0,23,11,7792.36,23.0-11.0-7792.36
13630.0,5,7,2031.78,5.0-7.0-2031.78
13631.0,100,11,3070.42,100.0-11.0-3070.42
13632.0,25,5,2118.93,25.0-5.0-2118.93
13634.0,33,5,1547.3600000000001,33.0-5.0-1547.3600000000001
13635.0,68,1,1071.03,68.0-1.0-1071.03
13636.0,37,5,949.12,37.0-5.0-949.12
13637.0,52,3,804.3,52.0-3.0-804.3
13638.0,16,1,122.64,16.0-1.0-122.64
13639.0,74,1,1033.34,74.0-1.0-1033.34
13642.0,216,1,312.28,216.0-1.0-312.28
13643.0,31,3,519.44,31.0-3.0-519.44
13644.0,16,4,2624.26,16.0-4.0-2624.26
13645.0,120,1,252.1,120.0-1.0-252.1
13647.0,10,4,1648.1200000000001,10.0-4.0-1648.1200000000001
13649.0,257,2,346.6,257.0-2.0-346.6
13650.0,17,6,1836.34,17.0-6.0-1836.34
13651.0,35,2,94.2,35.0-2.0-94.2
13652.0,46,3,1095.08,46.0-3.0-1095.08
13654.0,43,6,2707.33,43.0-6.0-2707.33
13655.0,114,2,932.97,114.0-2.0-932.97
13656.0,165,2,379.65,165.0-2.0-379.65
13657.0,11,2,382.14,11.0-2.0-382.14
13658.0,10,5,2639.17,10.0-5.0-2639.17
13659.0,206,2,1563.0,206.0-2.0-1563.0
13662.0,86,3,881.26,86.0-3.0-881.26
13663.0,179,1,189.47,179.0-1.0-189.47
13666.0,60,3,84.65,60.0-3.0-84.65
13667.0,149,1,299.05,149.0-1.0-299.05
13668.0,3,21,6309.83,3.0-21.0-6309.83
13669.0,51,2,218.55,51.0-2.0-218.55
13670.0,75,1,349.7,75.0-1.0-349.7
13672.0,301,2,186.39000000000001,301.0-2.0-186.39000000000001
13673.0,19,2,387.44,19.0-2.0-387.44
13675.0,151,2,486.82000000000005,151.0-2.0-486.82000000000005
13678.0,152,1,232.6,152.0-1.0-232.6
13680.0,1,4,3719.12,1.0-4.0-3719.12
13681.0,18,4,827.83,18.0-4.0-827.83
13682.0,187,1,59.5,187.0-1.0-59.5
13684.0,286,1,65.13,286.0-1.0-65.13
13685.0,3,7,3119.44,3.0-7.0-3119.44
13686.0,183,1,72.0,183.0-1.0-72.0
13689.0,63,1,910.0,63.0-1.0-910.0
13690.0,59,1,172.25,59.0-1.0-172.25
13692.0,25,3,1488.32,25.0-3.0-1488.32
13694.0,4,50,65039.62,4.0-50.0-65039.62
13695.0,31,15,2504.13,31.0-15.0-2504.13
13697.0,39,1,151.29999999999998,39.0-1.0-151.29999999999998
13699.0,155,1,308.58000000000004,155.0-1.0-308.58000000000004
13700.0,26,10,2248.63,26.0-10.0-2248.63
13703.0,318,1,99.5,318.0-1.0-99.5
13704.0,5,9,2308.06,5.0-9.0-2308.06
13705.0,8,3,711.86,8.0-3.0-711.86
13706.0,303,1,330.79,303.0-1.0-330.79
13707.0,267,2,806.41,267.0-2.0-806.41
13708.0,271,1,285.33,271.0-1.0-285.33
13709.0,4,13,6307.650000000001,4.0-13.0-6307.650000000001
13710.0,32,1,180.48,32.0-1.0-180.48
13711.0,219,2,252.06,219.0-2.0-252.06
13712.0,247,1,228.84,247.0-1.0-228.84
13715.0,281,5,1077.39,281.0-5.0-1077.39
13716.0,269,1,138.28,269.0-1.0-138.28
13717.0,32,6,1445.01,32.0-6.0-1445.01
13718.0,246,2,306.55,246.0-2.0-306.55
13719.0,15,5,1041.68,15.0-5.0-1041.68
13720.0,117,4,799.9,117.0-4.0-799.9
13721.0,36,1,524.14,36.0-1.0-524.14
13722.0,132,3,2375.41,132.0-3.0-2375.41
13723.0,217,1,199.85000000000002,217.0-1.0-199.85000000000002
13725.0,50,8,1980.56,50.0-8.0-1980.56
13726.0,39,2,1079.6599999999999,39.0-2.0-1079.6599999999999
13727.0,29,2,333.48,29.0-2.0-333.48
13728.0,37,6,1016.14,37.0-6.0-1016.14
13730.0,136,2,752.6,136.0-2.0-752.6
13731.0,219,2,610.59,219.0-2.0-610.59
13732.0,28,1,491.86,28.0-1.0-491.86
13735.0,25,4,2883.54,25.0-4.0-2883.54
13736.0,5,2,729.8,5.0-2.0-729.8
13737.0,200,1,339.59999999999997,200.0-1.0-339.59999999999997
13739.0,18,1,216.9,18.0-1.0-216.9
13740.0,241,1,350.75,241.0-1.0-350.75
13741.0,72,3,668.4300000000001,72.0-3.0-668.4300000000001
13742.0,17,12,3107.87,17.0-12.0-3107.87
13743.0,3,7,1341.6,3.0-7.0-1341.6
13744.0,95,2,1080.52,95.0-2.0-1080.52
13745.0,162,1,300.04,162.0-1.0-300.04
13747.0,374,1,79.6,374.0-1.0-79.6
13748.0,96,5,948.25,96.0-5.0-948.25
